id,sdid,gpstime,sd750,multiEye,sd1500,sd_gpsnanotime,sd_theta,sd_phi,sd_energy,sd_l,sd_b,sd_ra,sd_dec,sd_x,sd_dx,sd_y,sd_dy,sd_z,sd_easting,sd_northing,sd_altitude,sd_s450,sd_ds450,sd_s35,sd_beta,sd_gamma,sd_chi2,sd_ndf,sd_geochi2,sd_nbstat,fd_id,fd_gpsnanotime,fd_hdSpectrumEye,fd_hdCalibEye,fd_hdXmaxEye,fd_theta,fd_dtheta,fd_phi,fd_dphi,fd_l,fd_b,fd_ra,fd_dec,fd_totalEnergy,fd_dtotalEnergy,fd_calEnergy,fd_dcalEnergy,fd_xmax,fd_dxmax,fd_heightXmax,fd_distXmax,fd_dEdXmax,fd_ddEdXmax,fd_x,fd_dx,fd_y,fd_dy,fd_z,fd_easting,fd_northing,fd_altitude,fd_cherenkovFraction,fd_minViewAngle,fd_uspL,fd_duspL,fd_uspR,fd_duspR,fd_hottestStationId,fd_distSdpStation,fd_distAxisStation,sd_s38,sd_gpstime,sd_exposure
140537090600,25734560,1077176521,1,0,0,324285505,27.05,97.84,0.166,-52.56,54.52,195.5,-8.26,-26798.7,23.74,14279.8,34.39,97.07,450437.71,6113406.62,1497.07,15.02,1.88,12.48,-3.02,-0.31,6.7,7,22.93,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077176521,0.3112
140537430500,25735180,1077179920,1,0,0,755785921,34.85,109.73,0.113,-38.34,59.69,202.19,-1.82,-26040.4,48.05,14507.5,32.65,92.84,451194.98,6113636.1,1492.84,8.64,1.2,8.53,-2.85,-0.32,12.4,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077179920,0.3115
140537586300,25735490,1077181478,1,0,0,59057875,18.26,240.07,0.131,-48.84,11.89,205.49,-50.17,-29152.1,46.01,15376,75.83,105.58,448082.88,6114496.16,1505.58,13.31,2.23,9.87,-3.06,-0.32,6.47,3,0.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077181478,0.3116
140537902300,25736040,1077184638,1,0,0,397991060,21.49,280.91,0.259,-32.92,-2.29,239.94,-56.06,-27865,21.63,15066.6,18.77,102.76,449370.06,6114190.29,1502.76,25.02,1.96,19.46,-3.07,-0.3,7.99,7,2.72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077184638,0.3119
140538119700,25736440,1077186812,1,0,0,322487751,36.37,193.01,0.174,-52.99,27.91,197.25,-34.82,-26465,37.78,14658,31.13,96.98,450770.27,6113785.46,1496.98,12.64,1.74,13.08,-2.87,-0.31,7.36,8,4.89,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077186812,0.3121
140538620900,25737370,1077191824,1,0,0,185561850,19.17,50,0.136,12.26,-3.08,275.97,-19.77,-26338.2,24.91,12901.9,43.9,89.85,450901.31,6112030.74,1489.85,13.7,2.5,10.24,-3.06,-0.31,6.33,4,0.03,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077191824,0.3125
140540015001,25737440,1077192165,1,0,0,507868911,29.66,117.58,0.117,9.61,23.57,251.08,-8.08,-26180.1,44.49,14251.9,35.13,93.02,451055.83,6113380.4,1493.02,10.17,1.8,8.82,-2.95,-0.31,4.02,5,0.81,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077192165,0.3125
140540862000,25739030,1077200635,1,0,0,499304742,8.01,277.35,0.106,-3.02,-31,301.12,-43.06,-27599.5,32.59,15027,30.73,101.73,449635.53,6114151.35,1501.73,11.6,1.42,7.97,-3.11,-0.32,7.49,3,0.82,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077200635,0.3133
140540922600,25739140,1077201241,1,0,0,473545489,22.49,228.37,0.176,-14.52,-18.08,279.02,-49.89,-24898,33.28,14493.1,24.34,87.09,452336.64,6113624.61,1487.09,17.21,1.57,13.23,-3.09,-0.29,7.7,11,6.52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077201241,0.3133
140541228400,25739730,1077204299,1,0,0,368247093,39.11,101.97,0.109,47.97,-20.22,307.65,3.39,-26958.4,69.86,16853.4,35.75,101.08,450271.65,6115978.25,1501.08,7.32,1.78,8.21,-2.77,-0.33,8.29,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077204299,0.3136
140541455900,25740190,1077206574,1,0,0,344437582,37.18,132.73,0.102,36.1,-18.01,300.35,-5.4,-26123,80.88,15187.5,26.73,96.29,451110.69,6114315.54,1496.29,7.33,1.02,7.66,-2.8,-0.33,6.75,3,1.16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077206574,0.3138
140542571500,25742400,1077217730,1,0,0,12026840,25.47,254.64,0.226,-43.5,-56.43,358.22,-59.13,-27357.8,38.47,13577.6,3.2,96.98,449880.6,6112703.44,1496.98,21.38,2.24,16.97,-3,-0.32,9.95,10,5.07,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077217730,0.3147
140542791300,25742840,1077219928,1,0,0,590851753,39.68,213.71,0.122,-9.19,-50.54,329.13,-47.01,-23796.8,58.54,15256,51.13,82.75,453435.31,6114389.83,1482.75,8.05,1.35,9.15,-2.77,-0.32,4.85,2,0.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077219928,0.315
140543045600,25743320,1077222471,1,0,0,692549963,30.22,8.67,0.11,-136.31,-44.01,64.6,-25.87,-25767.7,50.48,13803.1,23.61,89.69,451469.16,6112932.82,1489.69,9.65,1.23,8.25,-2.93,-0.32,4.48,2,1.06,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077222471,0.3152
140543341000,25743870,1077225425,1,0,0,403242988,36.12,9.41,0.115,-134.15,-27.53,82.49,-22.78,-24432.1,56.83,14464.6,24.73,84.78,452802.36,6113597.28,1484.78,8.66,1.21,8.65,-2.85,-0.32,3.2,4,0.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077225425,0.3154
140543616000,25744400,1077228175,1,0,0,257175269,20.63,278.26,0.162,-93.73,-46.05,59.83,-55.46,-27970.1,42.07,14541.3,25.22,100.61,449266.38,6113665.05,1500.61,16.44,1.65,12.2,-3.08,-0.3,11.88,4,0.11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077228175,0.3156
140543805100,25744760,1077230066,1,0,0,567415002,14.77,208.18,0.127,-111.45,-59.93,45.45,-40.87,-24524.5,12.99,14136.2,59.75,85.36,452710.89,6113268.88,1485.36,13.53,1.93,9.52,-3.14,-0.3,3.62,7,1.43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077230066,0.3158
140544426200,25745940,1077236277,1,0,0,576767502,32.22,252.33,0.179,-83.97,-39.75,66.47,-64.39,-27241.9,8.72,14842.8,22.88,99.61,449993.33,6113968.15,1499.61,14.95,2.15,13.47,-2.89,-0.32,27.44,9,2.66,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077236277,0.3162
140544794500,25746710,1077239960,1,0,0,606901839,15,7.89,0.133,-110.65,0.19,121.64,-31.8,-25717.6,31.21,16933.9,31.89,93.44,451511.42,6116061.86,1493.44,14.1,1.7,9.98,-3.12,-0.31,9.26,3,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077239960,0.3165
140544846700,25746830,1077240482,1,0,0,18997728,20.27,103.53,0.402,-133.95,-8.09,101.51,-15.32,-24510.6,11.57,13409,20.94,83.59,452726.6,6112542.13,1483.59,39.6,3.43,30.18,-3.13,-0.28,6.67,14,8.65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077240482,0.3166
140544936101,25747000,1077241376,1,0,0,933603901,2.6,24.48,0.277,-112.47,-7.31,112.84,-34,-27172.1,8.1,16114.5,36.81,102.71,450059.87,6115239.29,1502.71,29.71,3.05,20.82,-3.22,-0.28,7.04,9,28.61,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077241376,0.3167
140545009000,25747120,1077242105,1,0,0,638596483,10.04,312.55,0.111,-101.65,-5.09,122.13,-42.21,-28665.3,41.45,14245.8,65.7,100.59,448572.3,6113367.99,1500.59,12.14,1.93,8.35,-3.12,-0.31,20.03,7,2.29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077242105,0.3167
140545186600,25747470,1077243881,1,0,0,188149596,5.58,221.59,0.199,-107.42,-7.94,115.09,-38.71,-26666.2,17.57,12651.9,21.31,90.39,450574.19,6111780.04,1490.39,21.54,1.92,14.91,-3.15,-0.3,9.46,7,1.31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077243881,0.3169
140545260500,25747610,1077244620,1,0,0,467213259,13.54,85.3,0.124,-117.68,8.07,124.75,-21.61,-28902.4,29.35,15194.1,21.04,102.49,448332.98,6114315.11,1502.49,13.22,1.53,9.29,-3.14,-0.3,6.96,3,0.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077244620,0.3169
140545663300,25748530,1077248648,1,0,0,808864467,36.32,215.55,0.151,-104.08,-25.48,94.06,-48.07,-28918.6,39.36,14031.3,56.45,100.23,448319.66,6113152.96,1500.23,11.15,1.48,11.36,-2.89,-0.31,4.19,4,0.04,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077248648,0.3173
140545689000,25748590,1077248905,1,0,0,853583272,27.54,191.78,0.309,-112.74,-12.1,107.45,-35.89,-27255,7.02,13526.6,11.83,96.58,449983.23,6112653.86,1496.58,27.89,3.07,23.16,-3.04,-0.29,8.89,8,0.97,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077248905,0.3173
140545740100,25748730,1077249416,1,0,0,989596889,38.81,91.08,0.112,-129.87,37.03,143.02,3.7,-24956.3,25,15464.2,64.17,89.56,452276.01,6114595.02,1489.56,7.57,1.75,8.43,-2.77,-0.33,11.72,2,3.74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077249416,0.3174
140545757100,25748780,1077249586,1,0,0,709225115,8.49,36.53,0.225,-94.38,21.03,152.16,-29.8,-26904,8.15,16756.4,50.11,101.08,450326.23,6115881.75,1501.08,24.07,2.93,16.91,-3.19,-0.29,9.39,7,0.33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077249586,0.3174
140546042100,25749490,1077252436,1,0,0,888464968,31.04,35.68,0.118,-72.81,47.19,181.88,-14.34,-24963.5,39.38,15672.2,35.32,89.59,452268.25,6114802.85,1489.59,10.04,1.33,8.87,-2.95,-0.31,5.6,3,0.56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077252436,0.3176
140546193001,25749850,1077253945,1,0,0,804600422,18.95,57.47,0.141,-81.81,40.36,173.18,-18.7,-25780.7,17.3,14015.3,34.61,90.04,451455.75,6113144.83,1490.04,14.43,1.61,10.63,-3.07,-0.31,4.9,4,0.03,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077253945,0.3177
140546345100,25750230,1077255466,1,0,0,253080724,30.79,299,0.33,-54.52,3.37,197.87,-59.41,-26884.1,3.14,16727.9,24.88,100.91,450346.29,6115854.06,1500.91,27.93,1.75,24.74,-3,-0.29,13.7,9,2.78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077255466,0.3179
140546453500,25750490,1077256550,1,0,0,452243840,5.61,193.36,0.117,-79.73,22,166.58,-36.21,-29544.9,67.52,14704.3,45.57,103.66,447692.22,6113824.1,1503.66,12.91,2.73,8.83,-3.17,-0.3,5.11,4,1.37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077256550,0.318
140546957101,25751540,1077261586,1,0,0,755841762,27.54,216.39,0.188,-78.36,10.39,161.16,-47.17,-26168.9,59.87,16867.2,24.15,96.47,451060.46,6115994.07,1496.47,16.98,2.31,14.1,-3,-0.31,6.27,4,0.05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077261586,0.3184
140547205100,25752010,1077264066,1,0,0,632464250,20.02,228.67,0.646,-62.6,13.92,184.72,-48.6,-27163.9,14.95,15900.8,14.19,101.99,450068.66,6115025.69,1501.99,61.74,3.44,48.4,-3.14,-0.28,18.54,17,45.43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077264066,0.3186
140547672600,25752780,1077268741,1,0,0,195530495,31.73,210.41,0.114,-63.33,17.54,184.42,-44.92,-26534.2,51.96,13259.1,25.15,90.84,450704.63,6112387.23,1490.84,9.5,1.5,8.61,-2.9,-0.32,8.51,2,0.48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077268741,0.3189
140547933101,25753190,1077271346,1,0,0,964041554,38.81,216.46,0.408,-62.26,13.82,185.2,-48.74,-26879.1,33.71,14008.9,30.74,96.01,450358.05,6113135.75,1496.01,27.26,2.94,30.63,-2.84,-0.3,14.26,10,5.16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077271346,0.3189
140548005700,25753320,1077272072,1,0,0,447941924,34.88,21.89,0.114,12.59,1.3,272.07,-17.4,-25635.6,13.89,12798,84.43,87.38,451603.77,6111928.61,1487.38,8.68,2.29,8.58,-2.85,-0.32,2.99,5,1.71,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077272072,0.3189
140548623100,25754390,1077278246,1,0,0,295042347,19.38,115.25,0.171,4.28,14.71,255.59,-17.28,-23689.7,25.56,14361.4,21.74,81.32,453544.59,6113496.05,1481.32,17.03,1.68,12.82,-3.1,-0.3,47.68,7,3.81,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077278246,0.3189
140550102100,25754600,1077279436,1,0,0,211859273,25.2,156.21,0.12,-6.86,20.04,244.12,-22.27,-29091.1,43.17,15639.4,39.23,104.69,448143.19,6114759.68,1504.69,11.19,1.66,9,-2.96,-0.32,3.14,5,10.61,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077279436,0.319
140550665100,25755620,1077285066,1,0,0,20912970,30.04,135.52,0.185,16.77,4.6,271.18,-12.14,-24794,17.8,14635.4,24.48,87.38,452440.27,6113767.04,1487.38,15.72,1.58,13.93,-2.97,-0.31,5.76,8,5.01,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077285066,0.3195
140551147200,25756380,1077289887,1,0,0,245950132,36.45,132.56,0.119,30.36,-8.1,288.93,-5.95,-26277.6,56.77,15102.2,29.11,97.3,450956.4,6114229.83,1497.3,8.47,1.23,8.91,-2.82,-0.33,5.03,3,0.74,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077289887,0.3199
140551206801,25756480,1077290483,1,0,0,916017830,20.52,182.27,0.256,5.03,-20.36,290.39,-33.31,-25728.6,18.23,16017.3,27.26,93.74,451502.74,6115145.67,1493.74,24.8,2.79,19.21,-3.06,-0.29,5.84,11,16.38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077290483,0.32
140551284900,25756600,1077291264,1,0,0,711049771,37,145.69,0.104,25.96,-9.35,288.11,-10.4,-29121.3,67.53,14997.2,54.21,102.11,448114.71,6114117.85,1502.11,7.32,1.25,7.85,-2.82,-0.32,5.47,3,1.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077291264,0.32
140551955100,25757720,1077297966,1,0,0,337513654,28.75,41.5,0.17,103.75,-76.35,8.27,-14.16,-29074.6,35.09,14000.4,35.55,99.86,448163.9,6113121.73,1499.86,14.75,2.07,12.78,-3,-0.3,6.35,5,0.46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077297966,0.3206
140551982000,25757770,1077298235,1,0,0,717804286,26.62,293.24,0.115,-51.31,-58.49,7.12,-58.38,-26261.4,43.78,13844.6,19.44,92.25,450975.79,6112973.12,1492.25,10.38,1.4,8.62,-2.96,-0.34,17.84,3,6.13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077298235,0.3206
140551996000,25757800,1077298375,1,0,0,791831582,36.1,104.62,0.153,67.95,-48.07,339.68,0.12,-25668.1,31.62,14859.9,49.08,92.76,451566.07,6113989.49,1492.76,11.04,1.89,11.51,-2.86,-0.31,5.72,3,0.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077298375,0.3206
140552592701,25758850,1077304342,1,0,0,628955650,37.7,235.94,0.11,-27.77,-45.6,329.1,-60.32,-24133.1,28.68,13440.8,59.22,82.18,453103.5,6112573.06,1482.18,7.49,1.37,8.25,-2.81,-0.32,2.29,3,0.13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077304342,0.3211
140552633801,25758920,1077304753,1,0,0,821595177,3.91,141.66,0.157,-42.34,-84.31,11.15,-32.62,-27217.3,27.38,15983.9,33.73,102.93,450015.08,6115108.69,1502.93,16.79,2.33,11.81,-3.18,-0.3,4.34,5,0.72,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077304753,0.3212
140552650500,25758950,1077304920,1,0,0,663543316,32.36,142.15,0.101,62.68,-63.98,349.9,-12.48,-25114.8,33.6,15976.5,13.62,90.72,452116.2,6115106.58,1490.72,8.11,1.69,7.6,-2.91,-0.32,4.69,3,2.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077304920,0.3212
140552984900,25759480,1077308264,1,0,0,626470102,30.99,236.88,0.118,-41.8,-57.56,357.52,-57.71,-25608.7,98.28,12630.4,68.48,86.51,451631.14,6111761.22,1486.51,9.81,1.59,8.91,-2.93,-0.31,3.38,4,0.05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077308264,0.3214
140553000100,25759510,1077308416,1,0,0,540290049,34.75,287.12,0.203,-78.26,-42.82,55,-66.72,-24788.2,36.98,14414.3,18.39,85.8,452446.61,6113546.11,1485.8,15.24,1.81,15.27,-2.9,-0.31,9.06,4,0.01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077308416,0.3215
140553104100,25759700,1077309456,1,0,0,198377748,24.31,256.49,0.155,-67.81,-57.85,23.76,-58.36,-24846.2,13.99,16106,40.97,89.99,452384.4,6115236.63,1489.99,14.44,1.77,11.65,-3.02,-0.31,22.7,3,0.24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077309456,0.3215
140553112200,25759710,1077309537,1,0,0,820093639,30.81,94.04,0.167,166.32,-60.35,32.78,-4.38,-26320.3,8.81,12837.7,73.01,90.3,450919.47,6111966.61,1490.3,13.85,2.08,12.56,-2.87,-0.34,22.25,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077309537,0.3215
140553130200,25759740,1077309717,1,0,0,553260827,5.21,133.48,0.106,-128.27,-73.37,31.34,-31.27,-26551.9,41.58,13178.6,20.18,90.96,450687.14,6112306.75,1490.96,11.38,1.48,7.96,-3.13,-0.31,5.89,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077309717,0.3215
140553146400,25759760,1077309879,1,0,0,682366855,23.85,316.17,0.146,-103.23,-46.15,62.62,-49.1,-23639.4,30.13,14455.4,17.5,81.42,453594.61,6113590.11,1481.42,13.74,1.58,11.01,-3,-0.32,6.89,2,0.12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077309879,0.3216
140553162400,25759790,1077310039,1,0,0,573801264,31.63,327.5,0.167,-108.1,-37.1,76.44,-46.18,-29121,34.8,14474.9,18.27,100.54,448116.28,6113595.82,1500.54,13.59,1.52,12.56,-2.91,-0.34,24.8,4,3.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077310039,0.3216
140553224500,25759900,1077310660,1,0,0,662522674,33.43,344.07,0.101,-118.42,-32.56,81.14,-37.23,-25317.6,19.32,14795.9,64.23,89.89,451916.72,6113926.49,1489.89,7.88,1.48,7.6,-2.89,-0.32,8.02,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077310660,0.3216
140553282200,25760010,1077311237,1,0,0,779734383,31.08,90.41,0.346,178.1,-54.03,41.76,-4.04,-24468.8,13.09,14866.5,23.25,85.65,452764.95,6113999.3,1485.65,28.31,2.84,25.94,-3,-0.29,10.59,11,5.36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077311237,0.3216
140553433700,25760250,1077312752,1,0,0,580175315,31.18,329.5,0.112,-108.42,-29.45,87.29,-45.09,-27431.2,30.25,14749.9,34.46,99.72,449804.41,6113874.89,1499.72,9.21,1.69,8.41,-2.92,-0.32,4.46,5,2.19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077312752,0.3218
140553780200,25760790,1077316217,1,0,0,935973201,34.96,293.17,0.173,-85.83,-28.04,94.08,-64.55,-27412.4,20.39,13391.7,13.93,96.36,449826.86,6112517.38,1496.36,12.87,2.11,13.02,-2.86,-0.32,4.5,8,1.92,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077316217,0.322
140553854000,25760900,1077316955,1,0,0,827843507,28.36,264.73,0.674,-83.79,-42.83,59.97,-63.25,-29883.4,10.86,14976.5,13.54,103.64,447353.14,6114095.2,1503.64,57.5,3.29,50.5,-3.08,-0.27,4.83,14,8.13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077316955,0.3221
140553928900,25761010,1077317704,1,0,0,591922460,33.43,187.12,0.114,-122.43,-75.43,28.55,-32.32,-27324.6,21.75,14004.3,37.52,98.19,449912.83,6113130.02,1498.19,8.87,1.28,8.6,-2.94,-0.3,3.8,5,0.65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077317704,0.3221
140554012300,25761150,1077318538,1,0,0,128377144,36.3,176.76,0.14,-147.54,-73.38,31.38,-25.77,-24299.1,33.7,15848.5,22.16,87.46,452931.81,6114980.71,1487.46,9.95,1.87,10.5,-2.85,-0.32,21.12,3,0.66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077318538,0.3222
140554611900,25762110,1077324534,1,0,0,464845778,17.71,124.28,0.129,-135.39,-22.65,86.95,-19.99,-28225.8,45.45,15089.5,25.68,102.46,449009.43,6114212.28,1502.46,12.88,1.5,9.72,-3.1,-0.3,6.99,3,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077324534,0.3226
140554881600,25762540,1077327231,1,0,0,515389759,35.63,247.73,0.123,-84.53,-35.37,76.64,-65.22,-27856.9,83.76,15743.2,30.3,103.74,449376.5,6114866.53,1503.74,8.87,1.89,9.21,-2.83,-0.34,27.92,3,1.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077327231,0.3228
140555008401,25762720,1077328499,1,0,0,940689717,15.58,189.84,0.118,-116.34,-21.69,94.85,-36.23,-25089.8,30.73,14971.6,15.08,89.43,452143.79,6114102.37,1489.43,11.92,2.16,8.84,-3.1,-0.31,5.09,3,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077328499,0.3228
140555021100,25762740,1077328626,1,0,0,982174069,18.64,212.37,0.214,-109.57,-25.22,92.74,-43.19,-27000.8,64.43,14024.8,10.35,96.91,450236.29,6113151.29,1496.91,20.86,3.46,16.09,-3.04,-0.31,20.83,7,0.18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077328626,0.3229
140555794001,25763890,1077336355,1,0,0,665858647,37.98,105.81,0.151,-131.53,31.12,137.25,1.81,-27767,40.09,15742,19.09,105.2,449466.34,6114865.51,1505.2,10.07,1.42,11.36,-2.81,-0.32,8.79,2,2.16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077336355,0.3234
140555902501,25764060,1077337440,1,0,0,406721242,28.3,261.74,0.137,-77.83,-8.44,142.55,-62.89,-27870.3,36.52,13878.3,27.79,98.32,449367.94,6113002.71,1498.32,11.84,1.38,10.31,-2.97,-0.31,6.77,2,0.07,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077337440,0.3235
140556549001,25765040,1077343905,1,0,0,918189650,30.09,164.44,0.113,-103.28,23.17,146.83,-22.76,-24273.8,33.53,13675,21.87,83.21,452962.61,6112808.58,1483.21,9.44,1.59,8.51,-2.82,-0.34,5.09,7,42.38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077343905,0.3239
140558199500,25767550,1077360410,1,0,0,251390203,29.09,210.24,0.13,-43.61,16.38,211.13,-44.57,-26244.7,63.55,16449.1,17.9,96.69,450985.86,6115576.03,1496.69,11,1.62,9.75,-2.95,-0.32,3.22,7,57.63,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077360410,0.325
140558333100,25767740,1077361746,1,0,0,650852279,35.43,60.69,0.108,23.85,10.35,269.5,-3.23,-27022.4,3.08,12806.7,6.15,91.98,450216.92,6111935.16,1491.98,7.79,1.6,8.09,-2.86,-0.32,5.31,3,0.21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077361746,0.3251
140558369400,25767800,1077362109,1,0,0,567000653,38.56,81.78,0.13,24.81,22.03,259.65,3.12,-25093.7,24.36,14205.3,46.15,87.97,452141.81,6113336.57,1487.97,8.49,1.18,9.81,-2.83,-0.31,10.35,3,0.16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077362109,0.3251
140560113300,25768400,1077365948,1,0,0,119541638,24.14,104.21,0.181,14.05,10.46,264.62,-11.56,-29727.5,34.29,14524.3,22.63,102.24,447510.03,6113643.6,1502.24,16.57,1.62,13.6,-3.06,-0.3,10.42,3,0.41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077365948,0.3254
140561519200,25769450,1077380007,1,0,0,109193333,32.37,238.9,0.373,-22.19,-29.8,296.21,-59.33,-24984.9,19.97,15624.5,25.5,89.68,452246.96,6114755.13,1489.68,29.21,2.26,27.95,-2.97,-0.29,13.91,15,51.52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077380007,0.3256
140561721300,25769690,1077382028,1,0,0,940045794,22,256.89,0.13,-22.35,-47.21,328.71,-56.26,-28042.4,32.94,14754.6,26.89,101.67,449193.6,6113878.1,1501.67,12.32,2.14,9.78,-3.03,-0.31,4.36,7,3.54,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077382028,0.3258
